category_id,category_index,name,domain,status,analysis_scope,documents,needs_review_documents,supported_documents
C0548,547,输配电线路故障检测与定位,电网与电力系统,方向候选,能源电力直接相关,1392,0,1391
C0549,548,开关设备故障检测,电网与电力系统,方向候选,能源电力直接相关,372,0,372
C0550,549,变压器故障诊断,电网与电力系统,方向候选,能源电力直接相关,2108,0,2105
C0551,550,燃气轮机热力性能,化石能源,方向候选,能源电力直接相关,1773,0,1771
C0552,551,微电网能量管理与经济调度,电网与电力系统,方向候选,能源电力直接相关,2969,0,2958
C0553,552,电动汽车推广与购买行为,能源政策与治理,方向候选,能源治理与政策研究,2028,0,2028
C0554,553,电动汽车整车能耗与续航,交通与充电,方向候选,能源电力直接相关,456,0,456
C0555,554,锌空气电池,电化学储能,方向候选,能源电力直接相关,1964,0,1964
C0556,555,水系锌离子电池,电化学储能,方向候选,能源电力直接相关,5994,0,5992
C0557,556,TiO₂光催化污染物降解,能源材料与电化学基础,关联基础研究,关联基础或环境研究,8762,0,8750
C0558,557,油水分离界面与膜材料,热工与能效,关联基础研究,关联基础或环境研究,460,0,460
C0559,558,大气集水与雾水采集,热工与能效,关联基础研究,关联基础或环境研究,62,0,62
C0560,559,二氧化碳水合物形成与分离,碳与环境,方向候选,能源电力直接相关,1950,0,1948
C0561,560,蒸汽压缩制冷循环,热工与能效,方向候选,能源电力直接相关,439,0,437
C0562,561,制冷工质及其热物性,热工与能效,方向候选,能源电力直接相关,49,0,49
C0563,562,电力线载波通信,数字技术与测量,方向候选,能源电力直接相关,750,0,750
C0564,563,波浪能转换装置,风能与水能海洋能源,方向候选,能源电力直接相关,3151,0,3151
C0565,564,二氧化碳干重整制合成气,氢能与燃料电池,方向候选,能源电力直接相关,416,0,416
C0566,565,蒸汽重整制氢与合成气,氢能与燃料电池,方向候选,能源电力直接相关,881,0,881
C0567,566,石墨烯结构复合材料,能源材料与电化学基础,关联基础研究,关联基础或环境研究,98,0,98
C0568,567,石墨烯分离膜,能源材料与电化学基础,关联基础研究,关联基础或环境研究,2,0,2
C0569,568,餐厨垃圾或污泥厌氧消化,生物质与资源循环,方向候选,能源电力直接相关,2902,0,2897
C0570,569,畜禽粪便与农业残余厌氧消化,生物质与资源循环,方向候选,能源电力直接相关,1040,0,1040
C0571,570,光伏电池与组件制造工艺,太阳能,方向候选,能源电力直接相关,814,0,814
C0572,571,碳排放交易机制,能源政策与治理,方向候选,能源治理与政策研究,2766,0,2764
C0573,572,电连接器与接线端子,电力电子与电机,关联基础研究,关联基础或环境研究,84,0,84
C0574,573,电力市场机制与制度设计,能源政策与治理,方向候选,能源治理与政策研究,515,0,515
C0575,574,产消者能源交易,电网与电力系统,方向候选,能源电力直接相关,967,0,966
C0576,575,碱性水电解制氢,氢能与燃料电池,方向候选,能源电力直接相关,1480,0,1479
C0577,576,质子交换膜水电解制氢,氢能与燃料电池,方向候选,能源电力直接相关,1556,0,1556
C0578,577,光伏电池与组件模型参数辨识,太阳能,方向候选,能源电力直接相关,515,0,514
C0579,578,电机转子结构与制造,电力电子与电机,方向候选,能源电力直接相关,350,0,350
C0580,579,电机定子结构与制造,电力电子与电机,方向候选,能源电力直接相关,301,0,301
C0581,580,微电网下垂控制与功率分配,电网与电力系统,方向候选,能源电力直接相关,1001,0,997
C0582,581,微电网孤岛切换与动态控制,电网与电力系统,方向候选,能源电力直接相关,1570,0,1568
C0583,582,碳化硅陶瓷结构材料,能源材料与电化学基础,关联基础研究,关联基础或环境研究,1245,0,1243
C0584,583,聚合物有机太阳能电池,太阳能,方向候选,能源电力直接相关,5826,0,5826
C0585,584,有机光伏印刷与规模制造,太阳能,方向候选,能源电力直接相关,130,0,128
C0586,585,小分子有机太阳能电池,太阳能,方向候选,能源电力直接相关,1163,0,1163
C0587,586,太阳辐照度预测估算,太阳能,方向候选,能源电力直接相关,3121,0,3116
C0588,587,电网接地与地网安全,电网与电力系统,方向候选,能源电力直接相关,207,0,207
C0589,588,输电线路雷击与防雷,电网与电力系统,方向候选,能源电力直接相关,760,0,759
C0590,589,非钙钛矿多结太阳能电池,太阳能,方向候选,能源电力直接相关,2129,0,2128
C0591,590,电池等效电路与参数辨识,电化学储能,方向候选,能源电力直接相关,306,0,306
C0592,591,电池荷电状态估计,电化学储能,方向候选,能源电力直接相关,3713,0,3711
C0593,592,电池健康状态与寿命预测,电化学储能,方向候选,能源电力直接相关,3714,0,3713
C0594,593,能源安全与转型战略,能源政策与治理,方向候选,能源治理与政策研究,323,0,322
C0595,594,电网短路电流计算,电网与电力系统,方向候选,能源电力直接相关,17,0,17
C0596,595,聚变加热与中性束注入,核能与等离子体,方向候选,能源电力直接相关,202,0,202
C0597,596,电动汽车充电负荷预测,交通与充电,方向候选,能源电力直接相关,357,0,357
C0598,597,锂资源提取与分离,电化学储能,方向候选,能源电力直接相关,2185,0,2185
C0599,598,电气设备温度监测与控制,热工与能效,方向候选,能源电力直接相关,11,0,11
C0600,599,直接空气捕碳,碳与环境,方向候选,能源电力直接相关,553,0,553
C0601,600,铜基热电材料,能源材料与电化学基础,方向候选,能源电力直接相关,536,0,536
C0602,601,摩擦纳米发电机,能源材料与电化学基础,方向候选,能源电力直接相关,2009,0,2009
C0603,602,ZnO光催化污染物降解,能源材料与电化学基础,关联基础研究,关联基础或环境研究,2695,0,2689
C0604,603,电池老化实验与循环寿命,电化学储能,方向候选,能源电力直接相关,1180,0,1180
C0605,604,电池阻抗表征,电化学储能,方向候选,能源电力直接相关,424,0,424
C0606,605,地热资源勘探与储层建模,热工与能效,方向候选,能源电力直接相关,1522,0,1522
C0607,606,地热供热与发电利用,热工与能效,方向候选,能源电力直接相关,645,0,644
C0608,607,隔离型DC-DC变换器,电力电子与电机,方向候选,能源电力直接相关,667,0,666
C0609,608,非隔离DC-DC变换器,电力电子与电机,方向候选,能源电力直接相关,423,0,423
C0610,609,电池极耳焊接,能源专用装置与材料,方向候选,能源电力直接相关,9,0,9
C0611,610,电气安全与触电风险,电网与电力系统,方向候选,能源电力直接相关,441,0,441
C0612,611,国际气候协定与治理,能源政策与治理,方向候选,能源治理与政策研究,371,0,371
C0613,612,电力系统可靠性评估,电网与电力系统,方向候选,能源电力直接相关,429,0,429
C0614,613,电晕放电与电晕损耗,电网与电力系统,方向候选,能源电力直接相关,846,0,846
C0615,614,电气绝缘局部放电,电网与电力系统,方向候选,能源电力直接相关,1808,0,1808
C0616,615,锂金属负极界面稳定与枝晶抑制,电化学储能,方向候选,能源电力直接相关,2474,0,2473
C0617,616,木质纤维素生物乙醇,生物质与资源循环,方向候选,能源电力直接相关,122,0,122
C0618,617,木质纤维素预处理,生物质与资源循环,方向候选,能源电力直接相关,171,0,169
C0619,618,生物炭土壤改良,生物质与资源循环,关联基础研究,关联基础或环境研究,527,0,527
C0620,619,生物炭水污染物去除,生物质与资源循环,关联基础研究,关联基础或环境研究,7,0,7
C0621,620,工业能源审计与节能评估,热工与能效,方向候选,能源电力直接相关,274,0,274
C0622,621,谐振与软开关变换器,电力电子与电机,方向候选,能源电力直接相关,4795,0,4794
C0623,622,氢能供应链与基础设施规划,氢能与燃料电池,方向候选,能源电力直接相关,782,0,782
C0624,623,农光互补与农光协同,太阳能,方向候选,能源电力直接相关,557,0,557
C0625,624,光伏技术经济与投资,太阳能,方向候选,能源电力直接相关,434,0,434
C0626,625,屋顶与分布式光伏部署,太阳能,方向候选,能源电力直接相关,579,0,579
C0627,626,永磁材料与磁性设计,能源材料与电化学基础,方向候选,能源电力直接相关,397,0,397
C0628,627,软磁材料与磁损耗,能源材料与电化学基础,方向候选,能源电力直接相关,57,0,57
C0629,628,超临界二氧化碳布雷顿循环,热工与能效,方向候选,能源电力直接相关,413,0,412
C0630,629,有机朗肯循环发电,热工与能效,方向候选,能源电力直接相关,2359,0,2357
C0631,630,电动汽车充电站选址规划,交通与充电,方向候选,能源电力直接相关,684,0,682
C0632,631,电动汽车路径与补能规划,交通与充电,方向候选,能源电力直接相关,442,0,442
C0633,632,区域供热供冷系统,热工与能效,方向候选,能源电力直接相关,3336,0,3335
C0634,633,二氧化碳催化加氢与甲烷化,碳与环境,方向候选,能源电力直接相关,2539,0,2538
C0635,634,综合能源系统规划配置,电网与电力系统,方向候选,能源电力直接相关,398,0,397
C0636,635,综合能源系统优化调度,电网与电力系统,方向候选,能源电力直接相关,1149,0,1141
C0637,636,电流检测与测量电路,数字技术与测量,方向候选,能源电力直接相关,426,0,426
C0638,637,电压检测与测量电路,数字技术与测量,方向候选,能源电力直接相关,393,0,393
C0639,638,漏电与剩余电流保护,电力电子与电机,方向候选,能源电力直接相关,166,0,166
C0640,639,浪涌与过压保护电路,电力电子与电机,方向候选,能源电力直接相关,63,0,63
C0641,640,电池盖板、端子与密封结构,电化学储能,方向候选,能源电力直接相关,1230,0,1230
C0642,641,绿色金融与能源投资,能源政策与治理,方向候选,能源治理与政策研究,968,0,956
C0643,642,电力设施覆冰与除冰,热工与能效,方向候选,能源电力直接相关,147,0,147
C0644,643,沼气提纯与生物甲烷升级,生物质与资源循环,方向候选,能源电力直接相关,929,0,929
C0645,644,电机驱动PWM与谐波控制,电力电子与电机,方向候选,能源电力直接相关,851,0,851
C0646,645,电机转矩脉动抑制,电力电子与电机,方向候选,能源电力直接相关,448,0,448
C0647,646,电缆绝缘护套与导体结构,电网与电力系统,方向候选,能源电力直接相关,2265,0,2262
C0648,647,锂电石墨负极,电化学储能,方向候选,能源电力直接相关,253,0,253
C0649,648,能源电力标准化政策,能源政策与治理,方向候选,能源治理与政策研究,71,0,71
C0650,649,空气源热泵,热工与能效,方向候选,能源电力直接相关,653,0,653
C0651,650,地源热泵与地埋换热器,热工与能效,方向候选,能源电力直接相关,3555,0,3554
C0652,651,核裂变反应堆工程,核能与等离子体,方向候选,能源电力直接相关,71,0,71
C0653,652,核聚变装置工程,核能与等离子体,方向候选,能源电力直接相关,1050,0,1049
C0654,653,能源电力教学实验平台,数字技术与测量,方向候选,能源电力直接相关,184,0,184
C0655,654,电力系统硬件在环仿真,数字技术与测量,方向候选,能源电力直接相关,4,0,4
C0656,655,动力电池梯次利用,电化学储能,方向候选,能源电力直接相关,385,0,385
C0657,656,电池单体均衡控制,电化学储能,方向候选,能源电力直接相关,921,0,921
C0658,657,废旧电池材料直接再生,电化学储能,方向候选,能源电力直接相关,5,0,5
C0659,658,废旧电池拆解与物理分离,电化学储能,方向候选,能源电力直接相关,31,0,31
C0660,659,废旧电池湿法回收,电化学储能,方向候选,能源电力直接相关,106,0,106
C0661,660,温度传感与测量装置,数字技术与测量,关联基础研究,关联基础或环境研究,427,0,427
C0662,661,吸收式制冷循环,热工与能效,方向候选,能源电力直接相关,1098,0,1098
C0663,662,吸附式制冷循环,热工与能效,方向候选,能源电力直接相关,209,0,209
C0664,663,LED照明灯具与配光,电力电子与电机,方向候选,能源电力直接相关,335,0,335
C0665,664,换热器结构与传热强化,热工与能效,方向候选,能源电力直接相关,1386,0,1385
C0666,665,功率半导体器件,电力电子与电机,方向候选,能源电力直接相关,570,0,570
C0667,666,电网频率控制,电网与电力系统,方向候选,能源电力直接相关,1975,0,1972
C0668,667,中国区域低碳经济与碳效率,能源政策与治理,方向候选,能源治理与政策研究,148,0,147
C0669,668,磁约束等离子体MHD稳定性,核能与等离子体,方向候选,能源电力直接相关,91,0,91
C0670,669,二氧化碳溶剂吸收捕集,碳与环境,方向候选,能源电力直接相关,1509,0,1509
C0671,670,二氧化碳固体吸附捕集,碳与环境,方向候选,能源电力直接相关,4655,0,4654
C0672,671,漂浮式海上风电平台,风能与水能海洋能源,方向候选,能源电力直接相关,2496,0,2496
C0673,672,硫化物固态电解质,电化学储能,方向候选,能源电力直接相关,457,0,457
C0674,673,森林资源经营与碳汇,生物质与资源循环,关联基础研究,关联基础或环境研究,1373,0,1373
C0675,674,风电出力预测,风能与水能海洋能源,方向候选,能源电力直接相关,2803,0,2802
C0676,675,风速预测,风能与水能海洋能源,方向候选,能源电力直接相关,2515,0,2510
C0677,676,太阳能集热器传热设计,太阳能,方向候选,能源电力直接相关,971,0,969
C0678,677,聚光太阳能热发电,太阳能,方向候选,能源电力直接相关,2426,0,2424
C0679,678,FPGA实时控制与硬件实现,数字技术与测量,关联基础研究,关联基础或环境研究,546,0,546
C0680,679,生物质气化制合成气,生物质与资源循环,方向候选,能源电力直接相关,5175,0,5173
C0681,680,生物质水热炭化,生物质与资源循环,方向候选,能源电力直接相关,306,0,306
C0682,681,生物质水热液化,生物质与资源循环,方向候选,能源电力直接相关,106,0,106
C0683,682,电池火灾抑制与灭火,电化学储能,方向候选,能源电力直接相关,238,0,238
C0684,683,电池热失控与传播,电化学储能,方向候选,能源电力直接相关,1850,0,1848
C0685,684,智能电网网络攻击与安全,电网与电力系统,方向候选,能源电力直接相关,497,0,497
C0686,685,电网灾害韧性与恢复,电网与电力系统,方向候选,能源电力直接相关,1055,0,1054
C0687,686,染料敏化电池对电极,太阳能,方向候选,能源电力直接相关,2137,0,2136
C0688,687,染料敏化电池光阳极,太阳能,方向候选,能源电力直接相关,1665,0,1662
C0689,688,染料敏化电池敏化剂,太阳能,方向候选,能源电力直接相关,2887,0,2886
C0690,689,电力知识图谱,数字技术与测量,方向候选,能源电力直接相关,145,0,145
C0691,690,充电基础设施建设政策,能源政策与治理,方向候选,能源治理与政策研究,60,0,60
C0692,691,公用事业接入与收费政策,能源政策与治理,方向候选,能源治理与政策研究,40,0,40
C0693,692,活性炭制备与孔结构,能源材料与电化学基础,关联基础研究,关联基础或环境研究,1463,0,1461
C0694,693,稀土元素提取分离,能源材料与电化学基础,关联基础研究,关联基础或环境研究,1335,0,1335
C0695,694,铀钍提取与分离,能源材料与电化学基础,方向候选,能源电力直接相关,1156,0,1155
C0696,695,镁铝钙多价离子电池,电化学储能,方向候选,能源电力直接相关,460,0,460
C0697,696,钾离子电池,电化学储能,方向候选,能源电力直接相关,583,0,583
C0698,697,太阳辐射测量与仪器,太阳能,方向候选,能源电力直接相关,161,0,161
C0699,698,电池模组与电池包装配结构,电化学储能,方向候选,能源电力直接相关,581,0,581
C0700,699,永磁同步电机控制,电力电子与电机,方向候选,能源电力直接相关,4373,0,4368
C0701,700,电气设备风冷散热,热工与能效,方向候选,能源电力直接相关,42,0,42
C0702,701,电气设备液冷散热,热工与能效,方向候选,能源电力直接相关,18,0,18
C0703,702,电站锅炉运行与燃烧,热工与能效,方向候选,能源电力直接相关,84,0,84
C0704,703,汽轮机运行与热力性能,热工与能效,方向候选,能源电力直接相关,318,0,318
C0705,704,天然气管网优化运行,化石能源,方向候选,能源电力直接相关,121,0,121
C0706,705,轨道交通能耗与牵引优化,交通与充电,方向候选,能源电力直接相关,14,0,14
C0707,706,船舶燃料与能效,交通与充电,方向候选,能源电力直接相关,159,0,159
C0708,707,电缆桥架与线束支撑,电网与电力系统,方向候选,能源电力直接相关,763,0,763
C0709,708,核结构材料辐照损伤,核能与等离子体,方向候选,能源电力直接相关,155,0,155
C0710,709,水电站运行调度,风能与水能海洋能源,方向候选,能源电力直接相关,451,0,451
C0711,710,水轮机性能与设计,风能与水能海洋能源,方向候选,能源电力直接相关,475,0,475
C0712,711,电力负荷预测,电网与电力系统,方向候选,能源电力直接相关,2962,0,2957
C0713,712,电价预测,电网与电力系统,方向候选,能源电力直接相关,1040,0,1036
C0714,713,层状及富镍锂电正极材料,电化学储能,方向候选,能源电力直接相关,3603,0,3603
C0715,714,锂电磷酸盐正极材料,电化学储能,方向候选,能源电力直接相关,2235,0,2234
C0716,715,柴油机燃烧与排放,化石能源,方向候选,能源电力直接相关,593,0,586
C0717,716,双燃料发动机,化石能源,方向候选,能源电力直接相关,105,0,105
C0718,717,配电网规划与容量配置,电网与电力系统,方向候选,能源电力直接相关,1751,0,1751
C0719,718,气候变化适应与风险,能源政策与治理,方向候选,能源治理与政策研究,1074,0,1074
C0720,719,气候变化减缓政策,能源政策与治理,方向候选,能源治理与政策研究,1129,0,1127
C0721,720,光伏清扫机器人,电网与电力系统,方向候选,能源电力直接相关,204,0,204
C0722,721,变电站巡检机器人,电网与电力系统,方向候选,能源电力直接相关,133,0,131
C0723,722,光伏光热联合系统,太阳能,方向候选,能源电力直接相关,3173,0,3172
C0724,723,电子废物回收,生物质与资源循环,方向候选,能源电力直接相关,545,0,545
C0725,724,废塑料回收与转化,生物质与资源循环,方向候选,能源电力直接相关,895,0,895
C0726,725,风机状态监测与预测性维护,风能与水能海洋能源,方向候选,能源电力直接相关,559,0,558
C0727,726,钠离子电池负极材料,电化学储能,方向候选,能源电力直接相关,5474,0,5474
C0728,727,钠离子电池正极材料,电化学储能,方向候选,能源电力直接相关,4959,0,4954
C0729,728,建筑暖通空调能耗,热工与能效,方向候选,能源电力直接相关,282,0,281
C0730,729,建筑节能改造,热工与能效,方向候选,能源电力直接相关,9,0,9
C0731,730,天体等离子体与磁重联,其他基础与关联学科,关联基础研究,关联基础或环境研究,163,0,163
C0732,731,电力设备风险预警,电网与电力系统,方向候选,能源电力直接相关,6,0,6
C0733,732,灌溉水资源优化调度,风能与水能海洋能源,关联基础研究,关联基础或环境研究,58,0,58
C0734,733,液压泵性能与控制,制造与通用装置,关联基础研究,关联基础或环境研究,22,0,22
C0735,734,液压阀设计与控制,制造与通用装置,关联基础研究,关联基础或环境研究,17,0,17
C0736,735,电力系统暂态稳定,电网与电力系统,方向候选,能源电力直接相关,1165,0,1165
C0737,736,电力系统电压稳定,电网与电力系统,方向候选,能源电力直接相关,930,0,930
C0738,737,木材加工与干燥,生物质与资源循环,关联基础研究,关联基础或环境研究,326,0,326
C0739,738,水污染物吸附去除,碳与环境,关联基础研究,关联基础或环境研究,1391,0,1390
C0740,739,水污染物电化学氧化,碳与环境,关联基础研究,关联基础或环境研究,179,0,179
C0741,740,电网状态估计与相量测量,电网与电力系统,方向候选,能源电力直接相关,697,0,695
C0742,741,氮气电还原制氨,氢能与燃料电池,方向候选,能源电力直接相关,714,0,714
C0743,742,硝酸盐电还原制氨,氢能与燃料电池,方向候选,能源电力直接相关,695,0,695
C0744,743,潜热储热系统,热工与能效,方向候选,能源电力直接相关,5237,0,5235
C0745,744,热化学储热系统,热工与能效,方向候选,能源电力直接相关,695,0,695
C0746,745,功率因数校正电路与控制,电力电子与电机,方向候选,能源电力直接相关,3022,0,3019
C0747,746,网络入侵检测,数字技术与测量,关联基础研究,关联基础或环境研究,1750,0,1739
C0748,747,储能系统集成与安全装置,电化学储能,方向候选,能源电力直接相关,107,0,107
C0749,748,电机绕组与线圈制造,电力电子与电机,方向候选,能源电力直接相关,17,0,17
C0750,749,能源贫困与能源可及性,能源政策与治理,方向候选,能源治理与政策研究,1076,0,1073
